# source lat long PCM_LABELS
1900977_020.GREGORYC.JOHNSON -47.557 4.018 2
1900977_021.GREGORYC.JOHNSON -46.871 4.932 2
1900977_022.GREGORYC.JOHNSON -45.864 5.276 2
1900977_023.GREGORYC.JOHNSON -45.363 6.252 2
1900977_024.GREGORYC.JOHNSON -45.798 7.093 2
1900977_025.GREGORYC.JOHNSON -46.249 7.752 2
1900977_026.GREGORYC.JOHNSON -46.963 8.515 2
1900978_030.GREGORYC.JOHNSON -45.632 0.458 2
1900978_031.GREGORYC.JOHNSON -45.826 3.092 2
1900978_032.GREGORYC.JOHNSON -47.016 2.686 2
1900978_033.GREGORYC.JOHNSON -47.790 2.607 2
1900978_034.GREGORYC.JOHNSON -47.599 4.064 2
1900978_035.GREGORYC.JOHNSON -46.849 5.315 2
1900978_036.GREGORYC.JOHNSON -45.854 5.927 2
1900978_037.GREGORYC.JOHNSON -45.291 7.061 2
1900978_038.GREGORYC.JOHNSON -46.055 8.444 2
1900979_007.GREGORYC.JOHNSON -46.355 3.260 0
1900979_008.GREGORYC.JOHNSON -45.649 6.279 0
1900979_009.GREGORYC.JOHNSON -45.077 7.203 0
1900979_010.GREGORYC.JOHNSON -44.523 7.392 0
1900979_011.GREGORYC.JOHNSON -44.402 8.875 0
1900979_012.GREGORYC.JOHNSON -44.847 8.961 0
1900979_013.GREGORYC.JOHNSON -45.504 8.822 0
1900979_014.GREGORYC.JOHNSON -46.456 9.792 0
1900980_011.GREGORYC.JOHNSON -44.817 1.459 0
1900980_012.GREGORYC.JOHNSON -44.916 3.198 0
1900980_013.GREGORYC.JOHNSON -44.218 4.271 0
1900980_014.GREGORYC.JOHNSON -43.900 5.530 0
1900980_015.GREGORYC.JOHNSON -43.301 6.174 0
1900980_016.GREGORYC.JOHNSON -43.840 7.362 0
1900980_017.GREGORYC.JOHNSON -44.018 7.521 0
1900980_018.GREGORYC.JOHNSON -44.100 7.800 0
1900980_019.GREGORYC.JOHNSON -44.044 8.219 0
1900980_020.GREGORYC.JOHNSON -44.148 8.312 0
1900980_021.GREGORYC.JOHNSON -44.279 8.199 0
1900980_022.GREGORYC.JOHNSON -44.603 8.202 0
1900980_023.GREGORYC.JOHNSON -44.955 8.664 0
1900980_024.GREGORYC.JOHNSON -44.763 9.541 0
1901005_081.BRECKOWENS -48.578 0.579 2
1901005_082.BRECKOWENS -49.305 0.423 2
1901005_083.BRECKOWENS -49.399 1.040 2
1901005_084.BRECKOWENS -48.984 2.268 2
1901005_085.BRECKOWENS -49.230 3.766 2
1901005_086.BRECKOWENS -49.126 4.923 2
1901005_087.BRECKOWENS -48.829 5.354 2
1901005_088.BRECKOWENS -48.501 5.991 2
1901005_089.BRECKOWENS -48.383 6.298 2
1901005_090.BRECKOWENS -48.382 6.770 2
1901005_091.BRECKOWENS -48.344 7.386 2
1901005_093.BRECKOWENS -48.249 7.856 2
1901005_094.BRECKOWENS -48.230 7.844 2
1901005_095.BRECKOWENS -48.186 8.172 2
1901005_099.BRECKOWENS -48.029 8.634 2
1901005_100.BRECKOWENS -48.422 9.748 2
1901005_102.BRECKOWENS -48.936 9.817 2
1901415_249.STEPHENRISER -45.156 0.858 0
1901415_250.STEPHENRISER -45.429 3.182 2
1901415_251.STEPHENRISER -45.370 4.118 2
1901415_252.STEPHENRISER -45.020 4.428 2
1901415_253.STEPHENRISER -44.650 4.398 0
1901415_254.STEPHENRISER -44.261 4.302 2
1901415_255.STEPHENRISER -44.051 4.585 0
1901415_256.STEPHENRISER -44.078 5.189 2
1901415_257.STEPHENRISER -44.046 6.273 0
1901415_258.STEPHENRISER -43.971 7.387 0
1901415_259.STEPHENRISER -43.937 8.416 0
1901415_260.STEPHENRISER -43.923 9.076 0
1901415_261.STEPHENRISER -44.035 9.188 0
1901415_262.STEPHENRISER -44.307 9.131 0
1901415_263.STEPHENRISER -44.978 9.250 0
1901415_264.STEPHENRISER -45.296 9.846 0
1901496_061.ARIELTROISI -49.733 1.443 2
1901496_062.ARIELTROISI -49.278 3.109 2
1901496_063.ARIELTROISI -49.317 3.656 2
1901496_064.ARIELTROISI -49.326 5.049 2
1901496_065.ARIELTROISI -49.612 5.572 2
1901496_066.ARIELTROISI -49.521 5.584 2
1901496_067.ARIELTROISI -49.321 6.016 2
1901496_068.ARIELTROISI -49.178 6.759 2
1901496_069.ARIELTROISI -48.596 8.084 2
1901496_070.ARIELTROISI -48.298 8.385 2
1901496_071.ARIELTROISI -48.164 8.604 2
1901496_072.ARIELTROISI -48.357 8.881 2
1901496_073.ARIELTROISI -48.635 8.825 2
1901496_075.ARIELTROISI -48.301 9.775 2
1901496_076.ARIELTROISI -48.513 9.745 2
1901496_077.ARIELTROISI -48.717 9.853 2
1901497_155.ARIELTROISI -49.269 0.153 2
1901497_156.ARIELTROISI -48.990 2.360 2
1901497_157.ARIELTROISI -48.888 4.393 2
1901497_158.ARIELTROISI -48.501 5.829 2
1901497_159.ARIELTROISI -48.095 6.405 2
1901497_160.ARIELTROISI -47.963 7.487 2
1901497_161.ARIELTROISI -47.805 8.382 2
1901497_162.ARIELTROISI -48.103 9.038 2
1901497_165.ARIELTROISI -48.788 9.648 2
1901497_167.ARIELTROISI -49.606 9.412 2
1901551_009.DEANROEMMICH -44.409 1.793 0
1901551_010.DEANROEMMICH -44.020 2.308 0
1901551_011.DEANROEMMICH -43.733 3.022 0
1901551_012.DEANROEMMICH -43.650 2.818 0
1901551_013.DEANROEMMICH -43.106 3.308 0
1901551_014.DEANROEMMICH -43.717 4.076 0
1901551_015.DEANROEMMICH -44.117 4.056 0
1901551_016.DEANROEMMICH -44.197 3.652 0
1901551_017.DEANROEMMICH -44.085 2.856 0
1901551_018.DEANROEMMICH -43.856 2.034 0
1901551_019.DEANROEMMICH -43.323 2.173 0
1901551_020.DEANROEMMICH -43.192 2.994 0
1901551_021.DEANROEMMICH -43.411 3.078 0
1901551_022.DEANROEMMICH -43.682 2.958 0
1901551_023.DEANROEMMICH -43.974 2.847 0
1901551_024.DEANROEMMICH -44.317 2.666 0
1901551_025.DEANROEMMICH -44.709 2.795 0
1901551_026.DEANROEMMICH -45.355 3.817 0
1901551_027.DEANROEMMICH -44.880 5.072 0
1901551_028.DEANROEMMICH -43.980 5.868 0
1901551_029.DEANROEMMICH -43.484 7.484 0
1901551_030.DEANROEMMICH -43.371 8.249 0
1901551_031.DEANROEMMICH -43.583 9.212 0
1901551_032.DEANROEMMICH -43.477 9.942 0
1901551_034.DEANROEMMICH -43.689 9.978 0
1901551_035.DEANROEMMICH -43.814 9.614 0
