# source lat long PCM_LABELS
"10993115" 37.020 290.000 3.0
"11001509" 37.333 290.000 1.0
"11001510" 37.333 289.667 1.0
"11001514" 37.333 289.337 1.0
"11001516" 36.800 290.000 1.0
"11001518" 37.067 289.990 1.0
"11001522" 37.327 289.982 2.0
"11001595" 36.512 289.857 1.0
"10990377" 38.383 289.983 0.0
"10990384" 37.010 289.033 1.0
"10990386" 37.150 289.313 1.0
"10990387" 37.243 289.518 1.0
"10990388" 37.358 289.767 1.0
"10990390" 37.433 289.983 1.0
"10990434" 36.530 289.980 1.0
"10990435" 36.583 290.000 1.0
"10990440" 37.135 289.600 1.0
"10990441" 37.167 289.630 1.0
"10990442" 37.400 289.942 1.0
"11013372" 36.623 289.332 2.0
"11013411" 37.183 288.811 2.0
"11056418" 37.017 289.030 1.0
"11003463" 38.950 287.917 0.0
"11154694" 37.043 288.850 0.0
"11154722" 36.593 289.695 1.0
"11154725" 36.458 289.973 1.0
"11068423" 38.533 289.683 0.0
"11068434" 38.607 289.508 0.0
"11068522" 38.850 288.619 2.0
"11068679" 38.312 288.597 0.0
"11068682" 38.160 288.602 0.0
"11068690" 39.000 288.498 2.0
"11068694" 38.978 288.505 2.0
"11068699" 38.632 287.870 2.0
"11068701" 38.717 288.052 2.0
"11068711" 38.797 288.222 2.0
"11068719" 38.870 288.415 2.0
"11068747" 38.948 288.593 2.0
"11068771" 38.697 288.887 0.0
"11068844" 38.915 288.293 2.0
"11068932" 38.945 289.538 0.0
"11068933" 38.838 289.730 0.0
"11068936" 38.725 289.908 0.0
"11072911" 36.336 289.004 1.0
"11072920" 36.667 289.007 1.0
"11072925" 37.020 289.037 2.0
"11072931" 37.336 289.042 0.0
"11072935" 37.666 289.000 0.0
"11072940" 38.000 289.007 0.0
"11072942" 38.333 288.990 0.0
"11072949" 38.687 289.000 0.0
"11072954" 38.990 289.000 0.0
"11088270" 37.000 289.333 0.0
"11216431" 37.620 289.683 1.0
"11216856" 37.765 289.634 2.0
"2654608" 36.520 289.254 1.0
"2654635" 36.844 289.177 1.0
"2654649" 37.183 289.095 0.0
"2654671" 37.508 288.690 0.0
"2654681" 37.869 288.516 0.0
"2654700" 38.532 288.135 0.0
"2654741" 38.783 288.000 0.0
"11001125" 39.135 290.000 0.0
"11001143" 39.093 289.450 0.0
"10970397" 39.183 289.983 0.0
"10970399" 39.417 289.990 0.0
"10990188" 39.453 289.980 0.0
"10990362" 39.105 289.975 0.0
"10990363" 39.118 289.483 0.0
"11003360" 39.392 287.853 0.0
"11003393" 39.135 287.900 0.0
"11003396" 39.192 287.990 0.0
"11003400" 39.233 288.050 0.0
"11003453" 39.413 287.848 0.0
"11003465" 39.050 288.317 0.0
"11068613" 39.767 288.607 0.0
"11068761" 39.028 288.783 2.0
"11068783" 39.118 288.967 0.0
"11068800" 39.197 289.153 0.0
"11068808" 39.287 289.330 0.0
"11068878" 39.375 288.405 0.0
"11068896" 39.465 289.818 0.0
"11068901" 39.527 289.623 0.0
"11068906" 39.587 289.413 0.0
"11068910" 39.382 289.465 0.0
"11068914" 39.292 289.650 0.0
"11068915" 39.218 289.828 0.0
"11068921" 39.100 289.807 0.0
"11068925" 39.080 289.590 0.0
"11068930" 39.057 289.367 0.0
"11068954" 39.563 288.813 0.0
"11068956" 39.747 288.787 0.0
"11068987" 39.335 289.370 0.0
"11069023" 39.020 289.978 0.0
"11069026" 39.500 290.000 0.0
"11069847" 39.254 288.746 0.0
"11069850" 39.269 288.753 0.0
"11069856" 39.394 288.826 0.0
"11072961" 39.333 289.000 0.0
"11072967" 39.668 289.000 0.0
