# source lat long PCM_LABELS
4902099_039.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.356 297.779 0
4902099_040.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.147 296.836 0
4902099_041.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.953 296.415 0
4902099_042.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.742 295.853 0
4902099_043.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.740 295.541 0
4902099_044.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.851 295.749 0
4902099_045.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.711 297.582 0
4902099_046.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.649 299.753 2
4902099_059.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.033 299.977 2
4902099_060.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.790 299.080 2
4902099_061.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.087 298.612 3
4902099_062.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.608 296.864 2
4902099_063.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.635 295.897 0
4902099_064.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.092 294.490 2
4902099_088.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.139 297.060 3
4902099_089.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.823 298.117 2
4902099_091.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.302 297.732 2
4902099_092.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.208 297.058 2
4902099_093.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.068 295.743 2
4902099_094.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.882 294.915 2
4902099_095.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.568 294.346 2
